#TYPE Selected.VMware.VimAutomation.Cloud.Impl.V1.CIVAppImpl
"Org","Name"
"ngt_my_nj_2_attd","mongo03.nightly.mystack-nj-2.attd.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attd","mongo04.nightly.mystack-nj-2.attd.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attd","mongo05.nightly.mystack-nj-2.attd.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attd","mongo06.nightly.mystack-nj-2.attd.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attd","redis01.nightly.mystack-nj-2.attd.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","app01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","app02.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","app03.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","app04.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","app05.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","app06.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","elastic01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","index01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","jenkins01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","kibana01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","lb01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","lb02.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","logstash.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","mongo01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","mongo02.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","mongo03.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","mongo04.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","mongo05.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","mongo06.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"ngt_my_nj_2_attendance","redis01.ngt.mystack-nj-2.attendance.pi.hosts.pearson-intl.net"
"Nibiru","dev-nj2a-pr-zz-infra-pupp-0001"
"Nibiru","dev-nj2a-pr-zz-infra-pupp-0002"
"Nibiru","MPS-Puppet"
"Nibiru","MPS-Template"
"Nibiru","MPS-Zabbix"
"Nibiru","nibiru-f5"
"Nibiru","puppetmaster test"
"NJ2_user_sandbox","EA_Test"
"NJ2_user_sandbox","joel1"
"NJ2_user_sandbox","mark2"
"NJ2_user_sandbox","PerformanceTesting_LoadGeneratorMachines"
"NJ2_user_sandbox","prasad11"
"NJ2_user_sandbox","proxy1"
"NJ2_user_sandbox","proxy2"
"NJ2_user_sandbox","vApp_nicholas.verhaar@pearson.com_1"
"nj2admin","Red Hat Linux 6 - 64bit"
"nj2admin","Windows 2008 Server Standard R2"
"nj2-dmcp-dev-cmteam","auth01.cmteam.dev.dmcp.node.nj2.pearsonmystack.com"
"nj2-dmcp-dev-cmteam","pub01.cmteam.dev.dmcp.node.nj2.pearsonmystack.com"
"nj2-dmcp-dev-cmteam","pub02.cmteam.dev.dmcp.node.nj2.pearsonmystack.com"
"nj2-dmcp-dev-cmteam","webpub01.cmteam.dev.dmcp.node.nj2.pearsonmystack.com"
"nj2-dmcp-dev-cmteam","webpub02.cmteam.dev.dmcp.node.nj2.pearsonmystack.com"
"nj2-dmcp-prod1-app","nj2prodauth1"
"nj2-dmcp-prod1-app","nj2prodpub1"
"nj2-dmcp-prod1-app","nj2prodpub2"
"nj2-dmcp-prod1-app","nj2prodweb1"
"nj2-dmcp-prod1-app","nj2prodweb2"
"nj2-dmcp-prod1-db","nj2proddbauth1"
"nj2-dmcp-prod1-db","nj2proddbauth2"
"nj2-dmcp-prod1-db","nj2proddbauth3"
"nj2-dmcp-prod1-db","nj2proddbpub1"
"nj2-dmcp-prod1-db","nj2proddbpub2"
"nj2-dmcp-prod1-db","nj2proddbpub3"
"nj2-dmcp-utility","nj2-preprod-puppetmaster"
"nj2-dmcp-utility","nj2-preprod-rundeck"
"nj2-dmcp-utility","nj2-puppetmaster"
"nj2-dmcp-utility","puppet.prod.nj2.pmc.pearson-intl.net"
"nj2-dmcp-utility","puppettest.prod.nj2.pmc.pearson-intl.net"
"nj2-eccp-dev-jintest","cache01.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","cache02.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","db01.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","db02.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","hybris01.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","hybris02.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","solr01.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-eccp-dev-jintest","solr02.jintest.dev.eccp.node.nj2.pearsonmystack.com"
"nj2-ken-sandbox","clients"
"nj2-ken-sandbox","cucumber01"
"nj2-ken-sandbox","dev_envt"
"nj2-ken-sandbox","IdAM-01"
"nj2-ken-sandbox","sandbox02"
"nj2-pmc-dev-tech1","dbpub01.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-dev-tech1","dbpub02.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-dev-tech1","dbpub03.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-dev-tech1","pub01.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-dev-tech1","pub02.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-dev-tech1","webpub01.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-dev-tech1","webpub02.tech1.dev.pmc.node.nj2.mystack"
"nj2-pmc-prod-utility","puppet.utility.prod.pmc.node.nj2.mystack"
"nj2-pmc-prod-utility","RHEL6.6-base"
"nj2-pmc-test-utility","puppet.utility.test.pmc.node.nj2.mystack"
"nj2upgradetest","vApp_system_1"
"Operations_Technical_Services","mobApp_dev"
"OpsToolsPPE","OpsToolsPPE"
"OpsToolsPPE","vApp_stefanoTest2"
"PEELT-PROD","Pearson_English_Readers"
"prd-nj2-vidasystems","prd-nj2-vidasystems-app-0001"
"prd-nj2-vidasystems","prd-nj2-vidasystems-app-0002"
"prd-nj2-vidasystems","prd-nj2-vidasystems-app-0003"
"prd-nj2-vidasystems","prd-nj2-vidasystems-db-0001"
"prd-nj2-vidasystems","prd-nj2-vidasystems-hapy-0001"
"prd-nj2-vidasystems","prd-nj2-vidasystems-nfs-0001"
"prod_my_nj_2_attdv2","app01.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","app02.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","app03.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","app04.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","lb01.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","lb02.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-conf-01.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-conf-02.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-conf-03.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-shd01-01.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-shd01-02.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-shd01-03.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-shd02-01.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-shd02-02.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-shd02-03.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-svc-01.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"prod_my_nj_2_attdv2","mdb-svc-02.prod.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"pxe_dashboard_dev01","PXE Dashboard - Dev"
"pxe_theme_gallery_dev01","PXE Theme Gallery - Development"
"pxe_theme_gallery_dev01","PXE Theme Gallery - QA"
"pxe_theme_gallery_ppe01","PXE Theme Gallery - PPE"
"SecOps-Forensics-NJ2","vApp_nj2_secops_ftk_1"
"slitt-org-nj2","my_vapp"
"stg_my_nj_2_attdv2","app01.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","app02.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","app03.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","app04.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","lb01.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","lb02.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-conf-01.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-conf-02.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-conf-03.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-shd001-01.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-shd001-02.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-shd001-03.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-shd002-01.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-shd002-02.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-shd002-03.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-svc-01.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg_my_nj_2_attdv2","mdb-svc-02.stg.mystack-nj-2.attdv2.pi.hosts.pearson-intl.net"
"stg-nj2-vidasystems","stg-nj2-vidasystems-app-0001"
"stg-nj2-vidasystems","stg-nj2-vidasystems-app-0002"
"stg-nj2-vidasystems","stg-nj2-vidasystems-app-0003"
"stg-nj2-vidasystems","stg-nj2-vidasystems-db-0001"
"stg-nj2-vidasystems","stg-nj2-vidasystems-hapy-0001"
"stg-nj2-vidasystems","stg-nj2-vidasystems-nfs-0001"
"test1","Anti-DDOS-Test-Web-Server"
"test1","Foglight_Monitoring"
"test1","GS-test"
"test1","import"
"test1","PRTG Network Testing"
"test1","SSH-TEST"
"test1","tearmedown"
"test1","testme01"
"test1","vApp_NJ2"
"test1","vApp_packettes"
"test1","vApp_rhel6test"
"test1","vApp_system_73"
"test1","vSphere 5.5 U2 Testing (do not delete)"
"test1","Windows Server 2012 R2 - Standard"
"VUE-CDI-NJ2","mystack-lbaas"
"VUE-CDI-NJ2","vApp_charles.sykora@pearson.com_1"
"VUE-CDI-NJ2","vAppCatalogShunt"
